4.000000,3.505229
4.000000,3.435938
3.500000,3.491276
3.500000,3.553277
4.000000,4.025873
4.500000,3.918331
4.000000,3.985295
3.000000,3.956794
4.000000,3.994892
4.000000,3.936573
4.000000,3.456719
4.000000,3.617555
2.500000,3.868535
3.500000,3.835528
4.000000,3.774843
5.000000,4.050623
3.000000,4.066376
4.000000,3.557913
3.500000,3.597594
3.000000,3.585575
4.000000,3.473169
4.000000,3.847755
3.000000,3.879301
4.000000,4.095180
3.500000,3.549680
3.500000,3.246400
3.500000,3.436852
3.500000,3.602582
4.000000,3.825087
4.000000,3.582505
4.000000,3.631671
3.000000,3.827383
3.500000,3.590008
4.000000,3.257843
4.500000,3.531920
3.500000,3.682624
4.000000,3.845156
4.000000,3.713656
4.500000,3.952660
4.000000,3.417683
4.000000,3.113562
5.000000,3.900642
3.000000,4.113793
4.000000,3.611930
4.500000,3.827166
3.500000,3.625872
4.500000,4.431346
4.000000,4.146522
4.000000,4.233321
4.500000,3.875602
2.000000,3.542328
1.500000,3.653277
3.000000,3.844018
4.000000,3.581206
2.000000,3.779444
4.000000,3.250679
3.000000,3.384211
2.000000,3.679625
4.000000,3.685062
3.000000,3.495979
3.000000,3.137191
5.000000,3.468404
3.000000,3.732008
5.000000,3.760273
5.000000,3.481746
5.000000,3.783964
2.000000,3.236772
3.000000,3.350035
4.000000,3.486635
5.000000,3.251079
4.000000,3.269949
1.000000,3.268209
4.500000,4.828097
3.500000,4.377904
3.500000,4.126300
3.000000,4.377658
3.000000,3.995785
3.000000,3.276096
1.000000,3.194619
4.500000,3.391772
4.500000,3.435827
3.500000,3.557591
1.500000,3.406472
4.000000,4.106905
2.000000,4.039620
4.000000,4.000582
3.500000,3.932505
2.500000,4.153580
4.500000,4.217142
5.000000,3.389021
3.000000,3.246564
3.500000,3.521510
4.000000,4.037714
4.000000,3.881081
4.000000,3.412489
4.500000,3.745968
3.000000,3.792305
3.500000,3.602776
4.500000,3.724210
4.000000,3.527329
4.000000,3.759755
4.000000,3.700314
3.500000,3.770446
3.500000,3.849425
3.500000,3.545334
3.000000,2.859795
3.500000,3.355878
2.500000,3.702925
4.000000,3.659921
3.500000,3.491190
4.500000,3.664549
3.500000,3.766743
4.000000,3.530150
3.000000,3.952244
4.000000,3.858356
3.500000,3.959470
4.500000,4.362391
4.000000,4.381440
4.500000,4.182498
4.000000,4.208487
4.500000,4.064689
5.000000,4.348303
4.000000,4.720301
4.000000,4.028872
5.000000,4.522084
3.500000,3.328454
4.500000,3.975055
4.000000,3.628070
3.500000,3.962019
3.500000,3.897892
4.500000,4.075890
3.000000,2.771234
4.000000,4.332289
3.000000,2.386910
1.500000,3.573866
5.000000,3.550288
4.500000,3.673752
2.500000,4.020099
4.500000,3.939773
4.500000,4.116865
5.000000,4.113370
4.000000,3.933930
4.000000,3.893766
2.000000,3.630905
3.000000,3.509827
3.500000,3.724537
4.000000,3.840464
2.500000,3.242350
3.000000,2.848299
2.500000,3.441052
3.500000,3.974080
4.000000,3.103448
4.500000,4.257693
1.000000,2.928768
4.000000,3.639814
4.000000,3.342664
2.500000,3.643130
4.000000,4.263604
4.000000,3.926415
4.000000,3.841529
4.000000,3.602943
2.000000,3.761222
3.500000,3.783746
3.500000,3.593284
3.500000,3.751765
4.000000,3.667473
4.000000,3.134952
2.500000,2.785584
4.000000,4.267939
3.500000,3.579725
4.500000,3.947856
3.000000,3.036358
3.500000,3.569279
3.500000,3.637696
3.000000,3.266218
3.500000,3.244011
3.000000,2.758591
2.500000,2.932675
3.000000,2.951023
3.000000,2.852913
3.500000,2.952557
2.500000,2.445910
3.500000,3.605868
2.000000,2.772951
4.000000,3.615906
3.000000,2.816127
3.500000,3.089115
3.000000,2.510460
2.500000,2.573460
3.000000,2.681768
3.500000,3.116880
3.000000,3.354702
2.000000,2.562789
0.500000,3.015453
1.000000,3.195500
3.500000,2.716232
4.500000,3.277470
2.500000,2.403661
1.000000,2.444482
3.500000,2.740569
3.000000,2.701896
4.000000,2.670263
5.000000,5.183122
3.000000,3.929784
3.500000,3.310369
4.000000,3.741801
4.000000,3.828115
3.500000,3.418786
4.000000,3.835356
3.000000,3.676867
2.500000,3.431908
4.000000,3.883859
3.500000,3.197374
3.000000,3.406769
4.000000,3.678072
4.000000,3.744162
3.500000,3.280051
5.000000,3.446022
3.000000,2.913682
3.000000,2.743949
2.500000,2.534678
4.000000,3.258656
3.500000,3.149396
3.500000,3.402394
3.500000,3.309242
3.000000,3.185399
4.000000,2.978674
4.000000,3.587185
2.500000,3.403731
2.500000,2.766749
3.500000,3.640756
3.000000,2.814313
4.000000,2.766248
3.000000,3.133439
4.000000,3.201397
3.500000,2.866139
2.000000,3.244176
4.000000,3.791394
3.000000,3.283970
4.000000,2.752560
3.500000,3.216559
3.000000,3.201863
2.500000,3.139731
3.000000,2.557237
2.500000,3.299400
3.500000,2.853795
3.000000,3.019790
3.500000,3.266314
2.500000,3.074821
3.500000,3.234033
3.500000,3.145291
3.000000,2.862253
3.000000,2.573213
3.500000,3.118998
3.500000,2.711648
3.500000,2.791743
3.000000,3.227289
3.500000,2.851550
3.000000,2.816206
3.000000,2.500111
2.000000,3.179886
2.500000,3.335575
3.500000,3.274597
2.000000,2.164578
1.500000,2.489912
3.000000,2.671636
2.000000,2.870531
2.500000,2.760748
3.000000,3.541292
3.000000,2.836788
3.000000,3.545914
2.500000,2.809499
3.500000,3.624726
2.000000,2.703401
3.000000,2.514778
3.500000,3.462443
3.500000,3.010041
3.500000,2.953336
3.500000,3.057350
3.000000,3.751535
3.500000,3.726505
3.500000,3.733777
3.500000,3.901454
4.500000,4.115980
4.500000,4.008548
4.500000,3.840462
4.500000,3.548254
3.500000,1.966052
3.000000,3.492409
